town,2014,2015,2016,obl,dis,koatuu,np,oblcode,type,oldname
смт Саврань,6486.0,6428.0,6406.0,Одеська область,Савранський район,5124355100,Т,51,smt,
смт Сарата,4351.0,4326.0,4348.0,Одеська область,Саратський район,5124555100,Т,51,smt,
смт Тарутине,6083.0,6037.0,6029.0,Одеська область,Тарутинський район,5124755100,Т,51,smt,
смт Березине,3510.0,3508.0,3494.0,Одеська область,Тарутинський район,5124755300,Т,51,smt,
смт Бородіно,1633.0,1618.0,1597.0,Одеська область,Тарутинський район,5124755500,Т,51,smt,
смт Серпневе,1777.0,1791.0,1797.0,Одеська область,Тарутинський район,5124755900,Т,51,smt,
м. Татарбунари,10974.0,10991.0,10998.0,Одеська область,Татарбунарський район,5125010100,М,51,town,
смт Захарівка,5278.0,5298.0,5306.0,Одеська область,Захарівський район,5125255100,Т,51,smt,ФРУНЗІВКА
смт Затишшя,3568.0,3571.0,3576.0,Одеська область,Захарівський район,5125255400,Т,51,smt,
смт Ширяєве,6807.0,6766.0,6771.0,Одеська область,Ширяївський район,5125455100,Т,51,smt,
м. Полтава,295950.0,294962.0,294020.0,Полтавська область,Полтава,5310100000,В,53,city,
м. Гадяч,24187.0,24129.0,23989.0,Полтавська область,Гадяч,5310300000,М,53,town,
м. Горішні Плавні,51958.0,52098.0,52167.0,Полтавська область,Горішні Плавні,5310200000,М,53,town,КОМСОМОЛЬСЬК
м. Кременчук,225828.0,225216.0,223805.0,Полтавська область,Кременчук,5310400000,В,53,city,
м. Лубни,47397.0,47101.0,46717.0,Полтавська область,Лубни,5310700000,М,53,town,
м. Миргород,40876.0,40603.0,40413.0,Полтавська область,Миргород,5310900000,М,53,town,
смт Велика Багачка,5785.0,5770.0,5735.0,Полтавська область,Великобагачанський район,5320255100,Т,53,smt,
смт Гоголеве,2574.0,2570.0,2600.0,Полтавська область,Великобагачанський район,5320255400,Т,53,smt,
м. Глобине,9921.0,9820.0,9741.0,Полтавська область,Глобинський район,5320610100,М,53,town,
смт Градизьк,6572.0,6474.0,6413.0,Полтавська область,Глобинський район,5320655400,Т,53,smt,
м. Гребінка,10938.0,10911.0,10906.0,Полтавська область,Гребінківський район,5320810100,М,53,town,
смт Диканька,7811.0,7789.0,7788.0,Полтавська область,Диканський район,5321055100,Т,53,smt,
м. Зіньків,9899.0,9856.0,9781.0,Полтавська область,Зіньківський район,5321310100,М,53,town,
смт Опішня,5438.0,5410.0,5385.0,Полтавська область,Зіньківський район,5321355400,Т,53,smt,
м. Карлівка,15071.0,15001.0,15011.0,Полтавська область,Карлівський район,5321610100,М,53,town,
м. Кобеляки,10041.0,9977.0,9961.0,Полтавська область,Кобеляцький район,5321810100,М,53,town,
смт Білики,5151.0,5095.0,5050.0,Полтавська область,Кобеляцький район,5321855300,Т,53,smt,
смт Козельщина,3809.0,3773.0,3725.0,Полтавська область,Козельщинський район,5322055100,Т,53,smt,
смт Нова Галещина,2289.0,2257.0,2237.0,Полтавська область,Козельщинський район,5322055500,Т,53,smt,
смт Котельва,12389.0,12388.0,12387.0,Полтавська область,Котелевський район,5322255100,Т,53,smt,
м. Лохвиця,11801.0,11798.0,11731.0,Полтавська область,Лохвицький район,5322610100,М,53,town,
м. Заводське,8560.0,8472.0,8411.0,Полтавська область,Лохвицький район,5322610600,М,53,town,ЧЕРВОНОЗАВОДСЬКЕ
смт Машівка,3819.0,3806.0,3807.0,Полтавська область,Машівський район,5323055100,Т,53,smt,
смт Комишня,2307.0,2264.0,2221.0,Полтавська область,Миргородський район,5323255400,Т,53,smt,
смт Ромодан,2886.0,2855.0,2813.0,Полтавська область,Миргородський район,5323255700,Т,53,smt,
смт Нові Санжари,8414.0,8389.0,8369.0,Полтавська область,Новосанжарський район,5323455100,Т,53,smt,
смт Оржиця,3562.0,3554.0,3556.0,Полтавська область,Оржицький район,5323655100,Т,53,smt,
смт Новооржицьке,1872.0,1845.0,1816.0,Полтавська область,Оржицький район,5323655600,Т,53,smt,
м. Пирятин,15933.0,15882.0,15781.0,Полтавська область,Пирятинський район,5323810100,М,53,town,
смт Решетилівка,9412.0,9385.0,9337.0,Полтавська область,Решетилівський район,5324255100,Т,53,smt,
смт Семенівка,6328.0,6264.0,6217.0,Полтавська область,Семенівський район,5324555100,Т,53,smt,
м. Хорол,13532.0,13427.0,13265.0,Полтавська область,Хорольський район,5324810100,М,53,town,
смт Чорнухи,2601.0,2585.0,2572.0,Полтавська область,Чорнухинський район,5325155100,Т,53,smt,
смт Чутове,6255.0,6185.0,6176.0,Полтавська область,Чутівський район,5325455100,Т,53,smt,
смт Скороходове,3353.0,3303.0,3284.0,Полтавська область,Чутівський район,5325455300,Т,53,smt,АРТЕМІВКА
смт Шишаки,4553.0,4541.0,4537.0,Полтавська область,Шишацький район,5325755100,Т,53,smt,
м. Рівне,249912.0,249639.0,248307.0,Рівненська область,Рівне,5610100000,М,56,town,
м. Дубно,38087.0,38068.0,38023.0,Рівненська область,Дубно,5610300000,М,56,town,
м. Вараш,41560.0,41726.0,41849.0,Рівненська область,Вараш,5610700000,М,56,town,КУЗНЕЦОВСЬК
м. Острог,15745.0,15727.0,15779.0,Рівненська область,Острог,5610900000,М,56,town,
м. Березне,13435.0,13405.0,13373.0,Рівненська область,Березнівський район,5620410100,М,56,town,
смт Соснове,2020.0,2035.0,2007.0,Рівненська область,Березнівський район,5620455700,Т,56,smt,
смт Володимирець,9051.0,9107.0,9186.0,Рівненська область,Володимирецький район,5620855100,Т,56,smt,
смт Рафалівка,3429.0,3484.0,3488.0,Рівненська область,Володимирецький район,5620855400,Т,56,smt,
смт Гоща,5393.0,5403.0,5365.0,Рівненська область,Гощанський район,5621255100,Т,56,smt,
смт Демидівка,2604.0,2599.0,2582.0,Рівненська область,Демидівський район,5621455300,Т,56,smt,
смт Смига,2685.0,2704.0,2707.0,Рівненська область,Дубенський район,5621655900,Т,56,smt,
м. Дубровиця,9459.0,9499.0,9504.0,Рівненська область,Дубровицький район,5621810100,М,56,town,
смт Зарічне,7264.0,7320.0,7352.0,Рівненська область,Зарічненський район,5622255100,Т,56,smt,
